Key,Français,Breton,English,German,Portuguese,Italian,Spanish
NEVENA_ACT_1_DIALOGUE_3_1,[f]Je vous ai vu du coin de l'œil. Je suis occupée là mais repasser plus tard si vous avez besoin de moi.,[f]Gwelet em eus ac'hanout dre gorn va lagad. Ober a ran bremañ met deuit en-dro diwezhatoc'h m'ho peus ezhomm ac'hanon.,[f]I saw you out of the corner of my eye. I'm busy here but come back later if you need me.,[f]Ich habe dich aus dem Augenwinkel gesehen. Ich bin hier beschäftigt[V] komme aber später wieder[V] wenn du mich brauchst.,[f]Eu vi você com o canto do olho. Estou ocupado aqui[V] mas volte mais tarde se precisar de mim.,[f]Ti ho visto con la coda dell'occhio. Sono occupato qui[V] ma torna più tardi se hai bisogno di me.,[f] Te vi por el rabillo del ojo. Estoy ocupado aquí[V] pero vuelve más tarde si me necesitas.
RIAGAD_NAME,[#991f35]Riagad[/#],[#991f35]Riagad[/#],[#991f35]Riagad[/#],[#991f35]Riagad[/#],[#991f35]Riagad[/#],[#991f35]Riagad[/#],[#991f35]Riagada[/#]
RIAGAD_ACT_1_DIALOGUE_1_1,[f]Halte là! Désolé mais vous ne pouvez pas entrer dans le village comme ça.,[f]Paouez aze ! Digarez met ne c'heller ket mont e-barzh ar gêriadenn evel-se.,[f]Stop there! Sorry but you can't enter the village like that.,[f]Hör auf damit! Tut mir leid[V] aber so kann man das Dorf nicht betreten.,[f] Pare aí! Desculpe[V] mas você não pode entrar na aldeia assim.,[f]Fermati lì! Mi dispiace ma non puoi entrare nel villaggio così.,[f] ¡Detente ahí! Lo siento[V] pero no puedes entrar al pueblo así.
RIAGAD_ACT_1_DIALOGUE_1_2,[f]J’ai d’abord des questions à vous poser. Je vais également devoir vous fouiller pour vérifier que vous ne portez rien qui pourrait être dangereux etc..,[f]Da gentañ em eus goulennoù da c'houlenn diganeoc'h. Ret e vo din klask ac'hanoc'h ivez evit bezañ sur n'emaoc'h ket o wiskañ traoù a c'hellfe bezañ dañjerus hag all.,[f]First I have some questions to ask you. I will also have to search you to make sure you are not wearing anything that could be dangerous etc.,[f]Zuerst muss ich Ihnen einige Fragen stellen. Ich werde Sie auch durchsuchen müssen[V] um sicherzustellen[V] dass Sie nichts tragen[V] was gefährlich sein könnte usw.,[f]Primeiro tenho algumas perguntas para lhe fazer. Também terei que revistar você para ter certeza de que não está usando nada que possa ser perigoso[V] etc.,[f]Per prima cosa ho alcune domande da farti. Dovrò anche perquisirti per assicurarmi che non indossi nulla che potrebbe essere pericoloso[V] ecc.,[f]Primero tengo algunas preguntas que hacerte. También tendré que registrarte para asegurarme de que no llevas nada que pueda ser peligroso[V] etc.
RIAGAD_ACT_1_DIALOGUE_1_3,[f]Approchez s’il vous plaît[V] que je puisse procéder.,[f]Tostait mar plij[V] evit ma c'hellin mont pelloc'h.,[f]Please come closer[V] so I can proceed.,[f]Bitte kommen Sie näher[V][V] damit ich fortfahren kann.,[f]Por favor[V] chegue mais perto[V] para que eu possa prosseguir.,[f]Per favore[V] avvicinati[V] così posso procedere.,[f]Por favor[V] acércate[V] para que pueda continuar.
RIAGAD_ACT_1_DIALOGUE_1_4,[f]Monsieur[V] s'il vous plaît.,[f]Aotrou[V] mar plij.,[f]Mr[V] please.,[f]Herr[V] bitte.,[f]Senhor[V][V] por favor.,[f]Signor[V][V] per favore.,[f]Señor[V] por favor.
RIAGAD_ACT_1_DIALOGUE_1_5,[f]Vous vous moquez de moi c’est ça ?,[f]C'hoari a rez ganin[V] nann ?,[f]You're kidding me[V] right?,[f]Du machst Witze[V] oder?,[f]Você está brincando comigo[V] certo?,[f]Stai scherzando[V] vero?,[f]Estás bromeando[V] ¿verdad?
RIAGAD_ACT_1_DIALOGUE_1_6,[f]Vous ne voulez pas répondre ? Très bien[V] mais dans ce cas je ne peux vous accepter[V] je vais vous demander de partir.,[f]N'hoc'h eus ket c'hoant da respont ? Mat-tre[V] met en degouezh-mañ ne c'hellan ket ho degemer[V] goulenn a rin diganeoc'h mont kuit.,[f]You don't want to answer? Very good[V] but in this case I cannot accept you[V] I will ask you to leave.,[f]Du möchtest nicht antworten? Sehr gut[V][V] aber in diesem Fall kann ich Sie nicht akzeptieren[V] Ich werde Sie bitten zu gehen.,[f]Você não quer responder? Muito bem[V] mas neste caso não posso aceitar você[V] vou pedir que você saia.,[f]Non vuoi rispondere? Molto bene[V] ma in questo caso non posso accettarti[V] Ti chiederò di andartene.,[f]¿No quieres responder? Muy bien[V] pero en este caso no te puedo aceptar[V] Te pediré que te vayas.
RIAGAD_ACT_1_DIALOGUE_1_7,[f]S’il vous plaît[V] partez avant que je ne vous y force,[f]Kit kuit mar plij a-raok ma rediin ac'hanoc'h,[f]Please[V] leave before I force you,[f]Bitte[V] geh[V] bevor ich dich zwinge,[f]Por favor[V] saia antes que eu te force,[f]Per favore[V] vattene prima che ti costringa,[f]Por favor[V] vete antes de que te obligue
RIAGAD_ACT_1_DIALOGUE_1_8,[f]Un voyageur[V] mais il refuse de bouger ou de me répondre.,[f]Ur veajour[V] met nac'h a ra fiñval pe respont din.,[f]A traveler[V] but he refuses to move or answer me.,[f]Ein Reisender[V][V] aber er weigert sich[V] mich zu bewegen oder mir zu antworten.,[f]Um viajante[V][V] mas ele se recusa a se mover ou me responder.,[f]Un viaggiatore[V] ma si rifiuta di muoversi o di rispondermi.,[f]Un viajero[V] pero se niega a moverse ni a responderme.
RIAGAD_ACT_1_DIALOGUE_1_9,[f]Même les sourds de naissance sont capables de parler un minimum. Il y a peu de chance que ce soit ça.,[f]An dud bouzar adalek ar ganedigezh zoken a c'hell komz nebeut. Nebeut a chañs zo e vefe an dra-se.,[f]Even people who are deaf from birth are able to speak minimally. There is little chance that this is it.,[f]Selbst Menschen[V] die von Geburt an gehörlos sind[V] können nur minimal sprechen. Es besteht kaum eine Chance[V] dass es das ist.,[f]Mesmo as pessoas surdas de nascença conseguem falar minimamente. Há poucas chances de que seja isso.,[f]Anche le persone sorde dalla nascita sono in grado di parlare minimamente. Ci sono poche possibilità che sia così.,[f]Incluso las personas sordas de nacimiento pueden hablar mínimamente. Hay pocas posibilidades de que sea esto.
RIAGAD_ACT_1_DIALOGUE_1_10,[f]Puis il s’est aussi tourné vers toi quand tu es arrivé[V] il t’as forcément entendu.,[f]Neuze e troas ivez war-zu ennoc'h pa'z oc'h erruet[V] klevet en deus ac'hanoc'h[V] splann eo.,[f]Then he also turned to you when you arrived[V] he obviously heard you.,[f]Dann drehte er sich auch zu dir um[V] als du ankamst[V]er hat dich offensichtlich gehört.,[f]Então ele também se virou para você quando você chegou[V] ele obviamente ouviu você.,[f]Poi anche lui si è rivolto a te quando sei arrivato[V] evidentemente ti ha sentito.,[f]Luego él también se volvió hacia ti cuando llegaste[V] obviamente te escuchó.
RIAGAD_ACT_1_DIALOGUE_1_11,[f]Donc soit il ne nous comprend pas[V] soit il se moque de nous.,[f]Neuze pe ne gompren ket ac'hanomp[V] pe e ra goap ac'hanomp.,[f]So either he doesn't understand us[V] or he's making fun of us.,[f]Also entweder versteht er uns nicht[V] oder er macht sich über uns lustig.,[f]Então ou ele não nos entende[V] ou está zombando de nós.,[f]Quindi o non ci capisce[V] oppure ci prende in giro.,[f]Entonces o no nos entiende[V] o se está burlando de nosotros.
RIAGAD_ACT_1_DIALOGUE_1_12,[f]Dans tous les cas je ne pense que ce soit une bonne idée de l’accepter[V] d’autant plus qu’il est armé.,[f]E kement degouezh ne gav ket din eo ur mennozh mat degemer anezhañ[V] dreist-holl pa'z eo armet.,[f]In any case I don't think it's a good idea to accept him[V] especially since he is armed.,[f]Auf jeden Fall halte ich es nicht für eine gute Idee[V] ihn zu akzeptieren[V][V] insbesondere da er bewaffnet ist.,[f]De qualquer forma[V] não acho uma boa ideia aceitá-lo[V][V] especialmente porque ele está armado.,[f]In ogni caso non credo sia una buona idea accettarlo[V] soprattutto perché è armato.,[f]En cualquier caso no creo que sea buena idea aceptarlo[V] sobre todo porque está armado.
RIAGAD_ACT_1_DIALOGUE_1_13,[f]Je pense que c’est une raison suffisante. Que pourrait-il bien faire ici dans notre village si il ne comprend rien ? Il est trop dangereux.,[f]Kavout a ran eo abeg a-walc'h. Petra a c'hellfe bezañ oc'h ober amañ en hor c'hêriadenn ma ne gompren netra ? Re dañjerus eo.,[f]I think that’s reason enough. What could he possibly be doing here in our village if he doesn't understand anything? He's too dangerous.,[f]Ich denke[V] das ist Grund genug. Was könnte er hier in unserem Dorf tun[V] wenn er nichts versteht? Er ist zu gefährlich.,[f]Acho que isso é motivo suficiente. O que ele poderia estar fazendo aqui na nossa aldeia se não entende nada? Ele é muito perigoso.,[f]Penso che sia una ragione sufficiente. Cosa potrebbe fare qui nel nostro villaggio se non capisce niente? E' troppo pericoloso.,[f]Creo que es razón suficiente. ¿Qué podría estar haciendo aquí en nuestro pueblo si no entiende nada? Es demasiado peligroso.
RIAGAD_ACT_1_DIALOGUE_1_14,Argh[f][V] tu n’as pas tort[V] ça ne serait pas de refus. De toute façon je sais que tu ne me lâcheras pas…,Argh[f][V] n'oc'h ket faziet[V] ne vefe ket un nann-nann. Koulskoude[V] gouzout a ran ne lezit ket ac'hanon da vont...,Argh[f][V] you're not wrong[V] that wouldn't be a no-no. Either way I know you won't let me go...,Argh[f][V] du liegst nicht falsch[V] das wäre kein Tabu. So oder so weiß ich[V] dass du mich nicht gehen lässt ...,Argh[f][V] você não está errado[V] isso não seria proibido. De qualquer forma[V] eu sei que você não vai me deixar ir...,Argh[f][V] non hai torto[V] non sarebbe un no-no. In ogni caso so che non mi lascerai andare...,Argh[f][V] no te equivocas[V] eso no sería un no-no. De cualquier manera sé que no me dejarás ir...
RIAGAD_ACT_1_DIALOGUE_1_15,[f]Très bien[V] j’accepte de le faire rentrer[V] mais au moindre écart[V] je le vire sur le champ.,[f]Mat-tre[V] asantiñ a ran e lakaat da vont e-barzh[V] met gant an disterañ diforc'h e skarzhan anezhañ war al lec'h.,[f]Very good[V] I agree to bring him in[V] but at the slightest deviation[V] I fire him on the spot.,[f]Sehr gut[V] Ich bin damit einverstanden[V] ihn hereinzubringen[V][V] aber bei der geringsten Abweichung[V] feuere ich ihn sofort.,[f]Muito bom[V] Concordo em trazê-lo[V] mas ao menor desvio[V] eu o demito na hora.,[f]Molto bene[V] Accetto di farlo entrare[V] ma alla minima deviazione[V] Lo licenzio su due piedi.,[f]Muy bien[V] Acepto traerlo[V] pero a la menor desviación[V] lo despido en el acto.
RIAGAD_ACT_1_DIALOGUE_2_1,[f]Il n’empêche que je ne lui fait pas confiance à ce voyageur. Il n’a pas besoin d’épée pour être violent.,[f]Koulskoude[V] n'em eus ket fiziañs er veajour-se. N'en deus ket ezhomm eus ur c'hleze evit bezañ feuls.,[f]Still[V] I don’t trust this traveler. He doesn't need a sword to be violent.,[f]Trotzdem vertraue ich diesem Reisenden nicht. Er braucht kein Schwert[V] um gewalttätig zu sein.,[f]Ainda assim[V] não confio neste viajante. Ele não precisa de uma espada para ser violento.,[f]Tuttavia[V] non mi fido di questo viaggiatore. Non ha bisogno della spada per essere violento.,[f]Aun así[V] no confío en este viajero. No necesita una espada para ser violento.
RIAGAD_ACT_1_DIALOGUE_2_2,[f]Tu n’as pas tort sur ça[V] mais je pense vraiment que tu es trop gentille [MILLIE_NAME]. Enfin… Je me charge de sa surveillance. Il ne vous arrivera jamais rien. Je t’en fais la promesse.,[f]N'out ket faziet gant se[V] met soñjal a ran ez out ken brav [MILLIE_NAME]. A-benn ar fin... Me zo e karg eus e evezhiañ. Ne c'hoarvezo netra ganeoc'h. Prometiñ a ran deoc'h.,[f]You're not wrong about that[V] but I really think you're too nice [MILLIE_NAME]. Finally... I'm in charge of monitoring him. Nothing will ever happen to you. I promise you.,[f]Da liegst du nicht falsch[V][V] aber ich denke wirklich[V] dass du zu nett bist [MILLIE_NAME]. Schließlich... bin ich dafür verantwortlich[V] ihn zu überwachen. Dir wird nie etwas passieren. Ich verspreche es dir.,[f]Você não está errado sobre isso[V][V] mas eu realmente acho que você é muito legal [MILLIE_NAME]. Finalmente... estou encarregado de monitorá-lo. Nada jamais acontecerá com você. Eu prometo.,[f]Non hai torto su questo[V] ma penso davvero che tu sia troppo gentile [MILLIE_NAME]. Infine... sono incaricato di monitorarlo. Non ti succederà mai nulla. Te lo prometto.,[f]No te equivocas en eso[V] pero realmente creo que eres demasiado amable [MILLIE_NAME]. Finalmente... estoy a cargo de monitorearlo. Nunca te pasará nada. Te prometo que.
RIAGAD_ACT_1_DIALOGUE_3_1,[f]Je sais bien.. J’arrive tout simplement pas à oublier. Je meurs rien qu'à imaginer qu'il puisse vous arriver quelque chose.,[f]Gouzout a ran... N'hallan ket ankounac'haat. Mervel a ran o soñjal e c'hoarvezfe un dra bennak ganeoc'h.,[f]I know... I just can't forget. I'm dying just thinking about something happening to you.,[f]Ich weiß... ich kann es einfach nicht vergessen. Ich sterbe[V] wenn ich nur daran denke[V] dass dir etwas passiert.,[f]Eu sei... simplesmente não consigo esquecer. Estou morrendo só de pensar em algo acontecendo com você.,[f]Lo so... non posso dimenticare. Sto morendo solo pensando che ti sta succedendo qualcosa.,[f] Lo sé... pero no puedo olvidarlo. Me muero de sólo pensar en que te pase algo.
ROZENN_NAME,[#ffb0e6]Rozenn[/#],[#ffb0e6]Rozenn[/#],[#ffb0e6]Rozenn[/#],[#ffb0e6]Rozenn[/#],[#ffb0e6]Rozenn[/#],[#ffb0e6]Rozenn[/#],[#ffb0e6]Rozenn[/#]
ROZENN_ACT_1_DIALOGUE_1_1,Hmm [f]? Bonjour[V] enchantée[V] je m’appelle [ROZENN_NAME]. Vous êtes un voyageur j’imagine ? Je vous souhaite la bienvenue dans notre magnifique village,Hmm [f]? Demat deoc'h[V] plijus din ober anaoudegezh ganeoc'h[V] [ROZENN_NAME] eo ma anv. Ur veajour oc'h[V] war va soñj ? Degemer a ran ac'hanoc'h en hor c'hêriadenn vrav,Hmm? Hello[V] nice to meet you[V] my name is [ROZENN_NAME]. You are a traveler I imagine? I welcome you to our magnificent village,Hmm? Hallo[V] schön dich kennenzulernen[V] mein Name ist [ROZENN_NAME]. Ich stelle mir vor[V] Sie sind ein Reisender? Ich begrüße Sie in unserem herrlichen Dorf,Hum? Olá[V] prazer em conhecê-lo[V] meu nome é [ROZENN_NAME]. Você é um viajante[V] imagino? Dou-lhe as boas-vindas à nossa magnífica aldeia,Hmm? Ciao[V] piacere di conoscerti[V] mi chiamo [ROZENN_NAME]. Sei un viaggiatore[V] immagino? Ti do il benvenuto nel nostro magnifico villaggio,¿Mmm? Hola[V] encantado de conocerte[V] mi nombre es [ROZENN_NAME]. ¿Eres un viajero[V] me imagino? Os doy la bienvenida a nuestro magnífico pueblo.
ROZENN_ACT_1_DIALOGUE_1_2,[f]Et bien ? Que vous arrive-t-il ? Vous ne m’entendez pas ?,[f]Ma? Petra a c'hoarvez ganeoc'h ? Ne glevez ket ac'hanon ?,[f]Well? What is happening to you? Can't you hear me?,[f]Na ja? Was passiert mit dir? Kannst du mich nicht hören?,[f]Bem? O que está acontecendo com você? Você não pode me ouvir?,[f]Bene? Cosa ti sta succedendo? Non mi senti?,[f] ¿Y bien? ¿Qué te está pasando? ¿No puedes oírme?
ROZENN_ACT_1_DIALOGUE_1_3,[f]Vous n’avez pas l’air de m’entendre…,[f]Ne glevez ket ac'hanon war a seblant...,[f]You don’t seem to hear me…,[f]Du scheinst mich nicht zu hören ...,[f]Você parece não me ouvir...,[f]Sembra che tu non mi senta...,[f]Parece que no me escuchas…
ROZENN_ACT_1_DIALOGUE_1_4,Ah [f]! Dans ce cas[V] je peux vous donner cette rose jaune. Peut-être ne m’entendez vous pas[V] mais ça devrait suffire pour vous souhaitez la bienvenue.,A[f]! En degouezh-se e c'hellin reiñ deoc'h ar rozenn velen-mañ. Marteze ne glevez ket ac'hanon[V] met se a zlefe bezañ a-walc'h evit degemer ac'hanout.,Ah [f]! In this case[V] I can give you this yellow rose. Maybe you can't hear me[V] but that should be enough to welcome you.,Ah [f]! In diesem Fall[V] kann ich dir diese gelbe Rose schenken. Vielleicht kannst du mich nicht hören[V][V] aber das sollte ausreichen[V] um dich willkommen zu heißen.,Ah [f]! Neste caso[V] posso te dar esta rosa amarela. Talvez você não possa me ouvir[V][V] mas isso deve ser o suficiente para recebê-lo.,Ah [f]! In questo caso[V] posso regalarti questa rosa gialla. Forse non puoi sentirmi[V] ma questo dovrebbe bastare per darti il ​​benvenuto.,Ah [f]! En este caso[V] puedo regalarte esta rosa amarilla. Tal vez no puedas oírme[V] pero eso debería ser suficiente para darte la bienvenida.
ROZENN_ACT_1_DIALOGUE_2_1,[f]Les roses jaunes signifient l’amitié[V] le soutien[V] mais aussi la renaissance.,[f]Ar rozennoù melen a dalvez mignoniezh[V] skoazell[V] met ivez adganedigezh.,[f]Yellow roses mean friendship[V] support[V] but also rebirth.,[f]Gelbe Rosen bedeuten Freundschaft[V] Unterstützung[V][V] aber auch Wiedergeburt.,[f]Rosas amarelas significam amizade[V] apoio[V][V] mas também renascimento.,[f]Le rose gialle significano amicizia[V] sostegno[V] ma anche rinascita.,[f]Las rosas amarillas significan amistad[V] apoyo[V] pero también renacimiento.
ROZENN_ACT_1_DIALOGUE_2_2,[f]J’ai l’habitude d’offrir des roses jaunes aux visiteurs[V] c’est un peu ma manière à moi de rendre la pareille envers tout ceux qui m’ont aidé.,[f]Peurliesañ e roan rozennoù melen d'ar weladennerien[V] ma doare eo da zistreiñ ar vad d'an holl re o deus sikouret ac'hanon.,[f]I usually give yellow roses to visitors[V] it’s a bit my way of returning the favor to everyone who helped me.,[f]Normalerweise schenke ich Besuchern gelbe Rosen.[V] Das ist sozusagen meine Art[V] mich bei allen zu revanchieren[V] die mir geholfen haben.,[f]Costumo dar rosas amarelas aos visitantes[V] é um pouco a minha maneira de retribuir o favor a todos que me ajudaram.,[f]Di solito regalo rose gialle ai visitatori[V] è un po' il mio modo di ricambiare il favore a tutti coloro che mi hanno aiutato.,[f]Normalmente doy rosas amarillas a las visitas[V] es un poco mi manera de devolver el favor a todos los que me ayudaron.
ROZENN_ACT_1_DIALOGUE_2_3,[f]Je pourrais vous prêter un livre sur les fleurs si vous voulez ? Avec un peu de chance vous savez lire.,[f]Gallout a rafen prestañ deoc'h ul levr diwar-benn ar bleunioù ma fell deoc'h ? Da c'hortoz e c'hellit lenn.,[f]I could lend you a book on flowers if you want? Hopefully you can read.,[f]Wenn du möchtest[V] könnte ich dir ein Buch über Blumen leihen? Hoffentlich können Sie lesen.,[f]Eu poderia te emprestar um livro sobre flores[V] se você quiser? Espero que você possa ler.,[f]Potrei prestarti un libro sui fiori[V] se vuoi? Spero che tu possa leggere.,[f] ¿Puedo prestarte un libro sobre flores si quieres? Ojalá puedas leer.
ROZENN_ACT_1_DIALOGUE_3_1,[f]C’est une des choses que j’aime avec les fleurs[V] on peut communiquer n’importe quel sentiment avec.,[f]Unan eus an traoù a blij din gant ar bleunioù eo[V] gallout a rit treuzkas ne vern peseurt santimant ganto.,[f]It’s one of the things I love about flowers[V] you can communicate any feeling with them.,[f]Das ist eines der Dinge[V] die ich an Blumen liebe.[V] Mit ihnen kann man jedes Gefühl vermitteln.,[f]É uma das coisas que adoro nas flores[V] você pode comunicar qualquer sentimento com elas.,[f]È una delle cose che amo dei fiori[V] con cui puoi comunicare qualsiasi sentimento.,[f]Es una de las cosas que me encantan de las flores[V] puedes comunicar cualquier sentimiento con ellas.
ROZENN_ACT_1_DIALOGUE_3_2,[f]Je suis moi aussi arrivée ici sans pouvoir comprendre les habitants. Ce sont les fleurs qui m’ont permis de communiquer et me rapprocher de [DRUSTAN_NAME] et les autres.,[f]Me ivez a zo erruet amañ hep bezañ gouest da gompren an annezidi. Ar bleunioù eo a roas tro din da gejañ ha da dostaat ouzh [DRUSTAN_NAME] hag ar re all.,[f]I too arrived here without being able to understand the inhabitants. These are the flowers that allowed me to communicate and get closer to [DRUSTAN_NAME] and others.,[f]Auch ich kam hierher[V] ohne die Bewohner verstehen zu können. Dies sind die Blumen[V] die es mir ermöglichten[V] mit [DRUSTAN_NAME] und anderen zu kommunizieren und näher zu kommen.,[f]Eu também cheguei aqui sem conseguir entender os moradores. Estas são as flores que me permitiram comunicar e aproximar-me de [DRUSTAN_NAME] e de outras pessoas.,[f]Anch'io sono arrivato qui senza riuscire a capire gli abitanti. Questi sono i fiori che mi hanno permesso di comunicare e di avvicinarmi a [DRUSTAN_NAME] e agli altri.,[f]Yo también llegué aquí sin poder entender a los habitantes. Estas son las flores que me permitieron comunicarme y acercarme a [DRUSTAN_NAME] y a otras personas.
ROZENN_ACT_1_DIALOGUE_3_3,[f]Enfin[V] ça je ne peux pas vous le dire avec des fleurs. ,[f]Mat eo[V] ne c'hellan ket lâret deoc'h kement-se gant bleunioù.,[f]Finally[V] that I can't tell you with flowers. ,[f]Abschließend[V][V] dass ich es dir bei Blumen nicht sagen kann. ,[f]Finalmente[V] que não posso te contar com flores. ,[f]Infine[V] questo non posso dirtelo con i fiori. ,[f]Por último[V] eso no te lo puedo decir con flores. 
SCHUCHTERNE_NAME,[#d6713a]Schüchterne[/#],[#d6713a]Schüchternev[/#],[#d6713a]Schüchterne[/#],[#d6713a]Schüchterne[/#],[#d6713a]Schüchterne[/#],[#d6713a]Schüchterne[/#],[#d6713a]Schüchterne[/#]
SCHUCHTERNE_DIALOGUE_0_1,...,...,...,...,...,...,...
SCHUCHTERNE_ACT_1_CHOICE_1_1,Interpelle,Galv,Call out,Aufbieten[V] ausrufen[V] zurufen,Chamar,Chiama,Gritar
SCHUCHTERNE_ACT_1_CHOICE_1_2,Ne rien faire,Arabat ober netra,Do nothing,Nichts tun,Não faça nada,Non fare nulla,no hacer nada
SCHUCHTERNE_ACT_1_DIALOGUE_1_1,[f]Pardon[V] Je... je n'avais pas fait attention[V] je n'ai pas l'habitude d'être interrompu dans mon travail...,[f]Digarez[V] me... ne oan ket o teurel evezh[V] n'on ket kustum da vezañ troc'het em labour...,[f]Sorry[V] I... I wasn't paying attention[V] I'm not used to being interrupted in my work...,[f]Tut mir leid[V] Ich... ich habe nicht aufgepasst[V] Ich bin es nicht gewohnt[V] bei meiner Arbeit unterbrochen zu werden...,[f]Desculpe[V] Eu... eu não estava prestando atenção[V] Não estou acostumado a ser interrompido no meu trabalho...,[f]Scusa[V] Io... non stavo prestando attenzione[V] Non sono abituato a essere interrotto nel mio lavoro...,[f]Lo siento[V] Yo... no estaba prestando atención[V] No estoy acostumbrado a que me interrumpan en mi trabajo...
SCHUCHTERNE_ACT_1_DIALOGUE_1_2,[f]...Je peux vous aider ?,[f]...Gallout a ran sikour ac'hanoc'h ?,[f]...Can I help you?,[f]...Kann ich Ihnen helfen?,[f]...Posso te ajudar?,[f]...Posso aiutarti?,[f]...¿Puedo ayudarte?
SCHUCHTERNE_ACT_1_DIALOGUE_1_3,Euh... [f]j'ai dis une chose qu'il ne fallait pas ?,Um... [f]ha lavaret em eus un dra bennak fall ?,Um... [d]id I say something I shouldn't?,Ähm... habe ich etwas gesagt[V] was ich nicht sagen sollte?,Hum... eu disse algo que não deveria?,Uhm... [d]ho detto qualcosa che non dovrei?,Um... ¿Dije algo que no debería?
SCHUCHTERNE_ACT_1_DIALOGUE_1_4,[f]Désolé[V] je suis vraiment occupée alors… je vais retourner travailler,[f]Digarezit[V] oberiant-tre on neuze... Mont a ran en-dro d'al labour,[f]Sorry[V] I'm really busy so... I'm going to go back to work,[f]Tut mir leid[V] Ich bin sehr beschäftigt[V] also... werde ich mich wieder an die Arbeit machen,[f]Desculpe[V] Estou muito ocupado[V] então... vou voltar ao trabalho,[f]Scusa[V] Sono molto occupato[V] quindi... torno al lavoro,[f]Lo siento[V] Estoy muy ocupada así que... voy a volver a trabajar.
SCHUCHTERNE_ACT_1_DIALOGUE_2_1,"[f]...Vous devriez faire attention si vous vous aventurez trop dans cette direction
",[f]...Ret eo deoc'h bezañ war evezh ma'z it re bell en tu-se,"[f]...You should be careful if you venture too far in this direction
","[f]...Sie sollten vorsichtig sein[V] wenn Sie sich zu weit in diese Richtung wagen
","[f]...Você deve ter cuidado se se aventurar muito nessa direção
","[f]...Dovresti stare attento se ti avventuri troppo in questa direzione
","[f]...Debes tener cuidado si te aventuras demasiado en esta dirección
"
SCHUCHTERNE_ACT_1_DIALOGUE_2_2,"[f]Je[V][/f] hum ... [f]Bon courage
",[f]Me[V][/f] um...[f]Chañs vat deoc'h,"[f]I[V][/f] hum... [f]Good luck
","[f]Ich[V][/f] brumm... [f]Viel Glück
","[f]Eu[V][/f] hum... [f]Boa sorte
","[f]I[V][/f] canticchia... [f]Buona fortuna
","[f]I[V][/f] hum... [f]Buena suerte
"
SCHUCHTERNE_ACT_1_DIALOGUE_3_1,...Argh[V] [f] l'ombrage est complètement rater... ,...Argh[V] [f] ar skeudenniñ a zo manket penn-da-benn...,...Argh[V] [f] the shading is completely missed... ,...Argh[V] [f] die Schattierung fehlt komplett... ,...Argh[V] [f] o sombreamento está completamente perdido... ,...Argh[V] [f] l'ombreggiatura è completamente mancata... ,...Argh[V] [f] el sombreado se pierde por completo... 
SCHUCHTERNE_ACT_1_DIALOGUE_3_2,Snif [f] je vais faire une pause... le temps de récupérer de l'encre et de refaire ça...,Sniff[V] [f] emaon o vont da gemer un ehan... poent eo din kaout un tamm liv ha d'ober kement-mañ en-dro...,Snif [f] I'm going to take a break... time to get some ink and do this again...,Schnief [f] Ich mache eine Pause ... Zeit[V] etwas Tinte zu holen und das noch einmal zu tun ...,Snif [f] Vou fazer uma pausa... hora de pegar um pouco de tinta e fazer isso de novo...,Snif [f] Vado a prendermi una pausa... è il momento di prendere un po' di inchiostro e di farlo di nuovo...,Snif [f] Voy a tomar un descanso... es hora de conseguir un poco de tinta y hacer esto de nuevo...
VASAT_NAME,[#5b84c7]Vasat[/#],[#5b84c7]Vasat[/#],[#5b84c7]Vasat[/#],[#5b84c7]Vasat[/#],[#5b84c7]Vasat[/#],[#5b84c7]Vasat[/#],[#5b84c7]Vasat[/#]
VASAT_ACT_1_DIALOGUE_1_1,[f]Excusez moi[V] je suis occupé,[f]Digarezit[V] oberiant on,[f]Excuse me[V] I'm busy,[f]Entschuldigung[V] Ich bin beschäftigt,[f]Com licença[V] estou ocupado,[f]Scusate[V] Sono occupato,[f]Disculpe[V]Estoy ocupado
VASAT_ACT_1_DIALOGUE_1_2,[f]Je ne vous ai jamais vus ici...,[f]Biskoazh n'em eus gwelet ac'hanoc'h amañ...,[f]I've never seen you here...,[f]Ich habe dich hier noch nie gesehen...,[f]Eu nunca vi você aqui...,[f]Non ti ho mai visto qui...,[f]Nunca te había visto aquí...
VASAT_ACT_1_DIALOGUE_1_3,[f]Enfin[V] excusez moi[V] mais je n'ai pas de temps à vous accorder[V] je dois terminer la réparation de cette fontaine,[f]A-benn ar fin[V] digarezit ac'hanon[V] met n'em eus ket amzer da reiñ deoc'h[V] ret eo din echuiñ da dresañ ar feunteun-mañ,[f]Finally[V] excuse me[V] but I don't have time to give you[V] I have to finish repairing this fountain,[f]Abschließend[V] entschuldigen Sie mich[V][V] aber ich habe keine Zeit[V] Ihnen zu geben[V] Ich muss die Reparatur dieses Brunnens abschließen,[f]Finalmente[V] com licença[V] mas não tenho tempo para te dar[V] Tenho que terminar de consertar esta fonte,[f]Infine[V] scusatemi[V] ma non ho tempo da darvi[V] devo finire di riparare questa fontana,[f]Por último[V]disculpa[V]pero no tengo tiempo para dártelo[V]Tengo que terminar de reparar esta fuente
VASAT_ACT_1_DIALOGUE_1_4,[f]...Bonne journée,[f]...Deiz mat,[f]...Have a nice day,[f]...Ich wünsche Ihnen einen schönen Tag,[f]...Tenha um bom dia,[f]...Buona giornata,[f]...que tengas un buen día
